Country,Category,#,Player,Pos,Club,Birth Place,Birth Date,Age,MP,Min,Gls
Iraq,world_cup,13.0,Ali Yousif,FW,1.iq Al-Talaba,"Baghdad, Iraq",1996-01-19,30-143,,,
Japan,world_cup,10.0,Ritsu Doan,"FW,MF",1.de Eintracht Frankfurt,"Amagasaki Shi, Japan",1998-06-16,27-360,,,
Japan,world_cup,6.0,Wataru Endo,"DF,MF",1.eng Liverpool,"Yokohama Shi, Japan",1993-02-09,33-122,,,
Japan,world_cup,9.0,Keisuke Gotō,FW,1.be Sint-Truiden,Japan,2005-06-03,21-008,,,
Japan,world_cup,23.0,Tomoki Hayakawa,GK,1.jp Kashima Antlers,Japan,1999-03-03,27-100,,,
Japan,world_cup,4.0,Ko Itakura,"DF,MF",1.nl Ajax,"Yokohama Shi, Japan",1997-01-27,29-135,,,
Japan,world_cup,21.0,Hiroki Ito,DF,1.de Bayern Munich,"Hamamatsu-shi, Japan",1999-05-12,27-030,,,
Japan,world_cup,14.0,Junya Itō,"FW,MF",1.be Genk,"Yokosuka, Japan",1993-03-09,33-094,,,
Japan,world_cup,15.0,Daichi Kamada,"FW,MF",1.eng Crystal Palace,Japan,1996-08-05,29-310,,,
Japan,world_cup,8.0,Takefusa Kubo,"FW,MF",1.es Real Sociedad,"Kawasaki-shi, Japan",2001-06-04,25-007,,,
Japan,world_cup,11.0,Daizen Maeda,"FW,MF",1.sct Celtic,Japan,1997-10-20,28-234,,,
Japan,world_cup,5.0,Yūto Nagatomo,"DF,MF",1.jp FC Tokyo,"Saijō Shi, Japan",1986-09-12,39-272,,,
Japan,world_cup,13.0,Keito Nakamura,"FW,MF",2.fr Reims,"Osaka-shi, Japan",2000-07-28,25-318,,,
Japan,world_cup,19.0,Kōki Ogawa,FW,1.nl NEC Nijmegen,Japan,1997-08-08,28-307,,,
Japan,world_cup,12.0,Keisuke Ōsako,GK,1.jp Sanfrecce Hiroshima,Japan,1999-07-28,26-318,,,
Japan,world_cup,24.0,Kaishū Sano,MF,1.de Mainz 05,Japan,2000-12-30,25-163,,,
Japan,world_cup,20.0,Ayumu Seko,"DF,MF",1.fr Le Havre,Japan,2000-06-07,26-004,,,
Japan,world_cup,26.0,Kento Shiogai,FW,1.de Wolfsburg,Japan,2005-03-26,21-077,,,
Japan,world_cup,2.0,Yukinari Sugawara,"DF,FW",1.de Werder Bremen,"Toyokawa, Japan",2000-06-28,25-348,,,
Japan,world_cup,25.0,Junnosuke Suzuki,DF,1.dk FC Copenhagen,Japan,2003-07-12,22-334,,,
Japan,world_cup,17.0,Yuito Suzuki,"FW,MF",1.de Freiburg,Japan,2001-10-25,24-229,,,
Japan,world_cup,1.0,Zion Suzuki,GK,1.it Parma,"Newark, NJ, United States",2002-08-21,23-294,,,
Japan,world_cup,7.0,Ao Tanaka,MF,1.eng Leeds United,"Kawasaki, Japan",1998-09-10,27-274,,,
Japan,world_cup,3.0,Shogo Taniguchi,"DF,MF",1.be Sint-Truiden,"Kumamoto Shi, Japan",1991-07-15,34-331,,,
Japan,world_cup,22.0,Takehiro Tomiyasu,DF,1.nl Ajax,"Fukuoka, Japan",1998-11-05,27-218,,,
Japan,world_cup,18.0,Ayase Ueda,FW,1.nl Feyenoord,"Mito, Japan",1998-09-10,27-274,,,
Japan,world_cup,16.0,Tsuyoshi Watanabe,DF,1.nl Feyenoord,"Saitama-shi, Japan",1997-02-05,29-126,,,
Jordan,world_cup,4.0,Husam Abu Dahab,DF,1.kw Al-Salmiya SC,"Amman, Jordan",2000-05-13,26-029,,,
Jordan,world_cup,2.0,Mohammad Abu Hasheesh,DF,1.iq Al-Karma,Iraq,1995-05-09,31-033,,,
Jordan,world_cup,20.0,Mohannad Abu Taha,MF,1.iq Al-Quwa Al-Jawiya,"Amman, Jordan",2003-02-02,23-129,,,
Jordan,world_cup,16.0,Mo Abualnadi,DF,1.my Selangor FA,"Overland Park, KS, United States",2001-02-08,25-123,,,
Jordan,world_cup,1.0,Yazeed Abulaila,GK,1.jo Al-Hussein SC,"Amman, Jordan",1993-01-08,33-154,,,
Jordan,world_cup,5.0,Yazan Al-Arab,DF,1.kr FC Seoul,"Russeifa, Jordan",1996-01-31,30-131,,,
Jordan,world_cup,14.0,Rajaei Ayed,MF,1.jo Al-Hussein SC,"Amman, Jordan",1993-07-25,32-321,,,
Jordan,world_cup,24.0,Ali Azaizeh,MF,1.sa Al-Shabab,Germany,2004-04-13,22-059,,,
Jordan,world_cup,26.0,Anas Badawi,DF,1.jo Al-Faisaly,Jordan,1997-09-13,28-271,,,
Jordan,world_cup,12.0,Nour Bani Attiah,GK,1.jo Al-Faisaly,"Amman, Jordan",1993-01-25,33-137,,,
Jordan,world_cup,25.0,Mohammad Al-Dawud,"FW,MF",1.jo Al-Wehdat SC,"Ar Ramthā, Jordan",1992-04-12,34-060,,,
Jordan,world_cup,22.0,Abdallah Al-Fakhouri,GK,1.jo Al-Wehdat SC,"Russeifa, Jordan",2000-01-22,26-140,,,
Jordan,world_cup,11.0,Odeh Al-Fakhouri,MF,1.eg Pyramids FC,"Amman, Jordan",2005-11-22,20-201,,,
Jordan,world_cup,23.0,Ihsan Haddad,"DF,MF",1.jo Al-Hussein SC,"Irbid, Jordan",1994-02-05,32-126,,,
Jordan,world_cup,6.0,Amer Jamous,MF,1.iq Al-Zawra'a SC,"Saḩāb, Jordan",2002-07-03,23-343,,,
Jordan,world_cup,13.0,Mahmoud Al-Mardi,"FW,MF",1.jo Al-Hussein SC,Jordan,1993-10-06,32-248,,,
Jordan,world_cup,3.0,Abdallah Nasib,DF,1.iq Al-Zawra'a SC,"Aqaba, Jordan",1994-02-25,32-106,,,
Jordan,world_cup,17.0,Salim Obaid,DF,1.jo Al-Hussein SC,"Amman, Jordan",1992-01-17,34-145,,,
Jordan,world_cup,9.0,Ali Olwan,FW,1.qa Al-Sailiya SC,"Amman, Jordan",2000-03-26,26-077,,,
Jordan,world_cup,21.0,Nizar Al Rashdan,MF,1.qa Qatar SC,Jordan,1999-03-23,27-080,,,
Jordan,world_cup,8.0,Noor Al Rawabdeh,MF,1.my Selangor FA,"Amman, Jordan",1997-02-24,29-107,,,
Jordan,world_cup,19.0,Saed Al-Rosan,DF,1.jo Al-Hussein SC,Jordan,1997-02-01,29-130,,,
Jordan,world_cup,,Ibrahim Sabra,FW,1.hr Lokomotiva,"Saḩāb, Jordan",2006-02-01,20-130,,,
Jordan,world_cup,15.0,Ibrahim Sadeh,MF,1.iq Al-Karma,"Zarqa, Jordan",2000-04-27,26-045,,,
Jordan,world_cup,7.0,Sharara,FW,1.ma Raja Casablanca,"Ar Ramthā, Jordan",1997-12-30,28-163,,,
Jordan,world_cup,10.0,Musa Al-Taamari,"FW,MF",1.fr Rennes,"Amman, Jordan",1997-06-10,29-001,,,
Korea Republic,world_cup,12.0,Song Bum-keun,GK,1.kr Jeonbuk Hyundai,"Seongnam-si, Korea Republic",1997-10-15,28-239,0.0,,
Korea Republic,world_cup,23.0,Jens Castrop,MF,1.de Gladbach,"Düsseldorf, Germany",2003-07-29,22-317,0.0,,
Korea Republic,world_cup,26.0,Lee Dong-gyeong,"FW,MF",1.kr Ulsan HD,Korea Republic,1997-09-20,28-264,0.0,,
Korea Republic,world_cup,3.0,Lee Gi-hyuk,DF,1.kr Gangwon FC,"Seoul, Korea Republic",2000-07-07,25-339,1.0,90.0,0.0
Korea Republic,world_cup,9.0,Cho Gue-sung,FW,1.dk Midtjylland,"Ansan-si, Korea Republic",1998-01-25,28-137,0.0,,
Korea Republic,world_cup,2.0,Lee Han-beom,DF,1.dk Midtjylland,Korea Republic,2002-06-17,23-359,1.0,90.0,0.0
Korea Republic,world_cup,11.0,Hwang Hee-chan,"FW,MF",1.eng Wolves,"Chuncheon, Korea Republic",1996-01-26,30-136,1.0,29.0,0.0
Korea Republic,world_cup,7.0,Son Heung-min,FW,1.us LAFC,"Chuncheon, Korea Republic",1992-07-08,33-338,1.0,68.0,0.0
Korea Republic,world_cup,18.0,Oh Hyeon-gyu,FW,1.tr Beşiktaş,"Namyangju-si, Korea Republic",2001-04-12,25-060,1.0,22.0,1.0
Korea Republic,world_cup,21.0,Jo Hyeon-woo,GK,1.kr Ulsan HD,"Seoul, Korea Republic",1991-09-25,34-259,0.0,,
Korea Republic,world_cup,20.0,Yang Hyun-jun,"FW,MF",1.sct Celtic,Korea Republic,2002-05-25,24-017,0.0,,
Korea Republic,world_cup,6.0,Hwang In-beom,MF,1.nl Feyenoord,Korea Republic,1996-09-20,29-264,1.0,83.0,1.0
Korea Republic,world_cup,10.0,Lee Jae-sung,FW,1.de Mainz 05,Korea Republic,1992-08-10,33-305,1.0,61.0,0.0
Korea Republic,world_cup,25.0,Eom Ji-sung,MF,2.eng Swansea City,"Kimje, Korea Republic",2002-05-09,24-033,1.0,22.0,0.0
Korea Republic,world_cup,24.0,Kim Jin-gyu,MF,1.kr Jeonbuk Hyundai,Korea Republic,1997-02-24,29-107,1.0,7.0,0.0
Korea Republic,world_cup,16.0,Park Jinseob,"DF,MF",1.cn Zhejiang,"Jeonju, Korea Republic",1995-10-23,30-231,1.0,7.0,0.0
Korea Republic,world_cup,17.0,Bae Jun-ho,"FW,MF",2.eng Stoke City,Korea Republic,2003-08-21,22-294,0.0,,
Korea Republic,world_cup,19.0,Lee Kang-in,FW,1.fr Paris Saint-Germain,Korea Republic,2001-02-19,25-112,1.0,90.0,0.0
Korea Republic,world_cup,4.0,Kim Min-jae,DF,1.de Bayern Munich,"Tongyeong, Korea Republic",1996-11-15,29-208,1.0,90.0,0.0
Korea Republic,world_cup,15.0,Kim Moon-hwan,"DF,MF",1.kr Daejeon Hana,"Hwaseong-si, Korea Republic",1995-08-01,30-314,0.0,,
Korea Republic,world_cup,1.0,Kim Seung-gyu,GK,1.jp FC Tokyo,Korea Republic,1990-09-30,35-254,1.0,90.0,0.0
Korea Republic,world_cup,8.0,Paik Seung-ho,MF,2.eng Birmingham City,"Seoul, Korea Republic",1997-03-17,29-086,1.0,83.0,0.0
Korea Republic,world_cup,5.0,Kim Tae-hyeon,DF,1.jp Kashima Antlers,"Gimpo-si, Korea Republic",2000-09-17,25-267,0.0,,
Korea Republic,world_cup,13.0,Lee Tae-seok,MF,1.at Austria Wien,Korea Republic,2002-07-28,23-318,1.0,68.0,0.0
Korea Republic,world_cup,14.0,Cho Wi-je,DF,1.kr Jeonbuk Hyundai,Korea Republic,2001-08-25,24-290,0.0,,
Korea Republic,world_cup,22.0,Seol Young-woo,MF,1.rs Red Star,Korea Republic,1998-12-05,27-188,1.0,90.0,0.0
Korea Republic,world_cup,,Cho Yumin,DF,1.ae Al-Sharjah SCC,Korea Republic,1996-11-17,29-206,,,
Mexico,world_cup,12.0,Carlos Acevedo,GK,1.mx Santos Laguna,"Torreón, Estado de Coahuila de Zaragoza, Mexico",1996-04-19,30-053,0.0,,
Mexico,world_cup,25.0,Roberto Alvarado,MF,1.mx Guadalajara,"Salamanca, Estado de Guanajuato, Mexico",1998-09-07,27-277,1.0,90.0,0.0
Mexico,world_cup,4.0,Edson Álvarez,"DF,MF",1.eng West Ham United,"Tlalnepantla de Baz, Estado de México, Mexico",1997-10-24,28-230,1.0,15.0,0.0
Mexico,world_cup,24.0,Luis Chávez,MF,1.ru Dynamo Moscow,"Cihuatlán, Estado de Jalisco, Mexico",1996-01-15,30-147,1.0,25.0,0.0
Mexico,world_cup,20.0,Mateo Chávez,DF,1.nl AZ Alkmaar,"México, Estado de México, Mexico",2004-05-12,22-030,0.0,,
Mexico,world_cup,8.0,Álvaro Fidalgo,MF,1.es Real Betis,"Pola de Siero, Spain",1997-04-09,29-063,1.0,65.0,0.0
Mexico,world_cup,23.0,Jesús Gallardo,DF,1.mx Toluca,"Cárdenas, Estado de Tabasco, Mexico",1994-08-15,31-300,1.0,90.0,0.0
Mexico,world_cup,11.0,Santiago Giménez,FW,1.it Milan,"Argentina, Argentina",2001-04-18,25-054,0.0,,
Mexico,world_cup,14.0,Armando González,FW,1.mx Guadalajara,"México, Estado de México, Mexico",2003-04-20,23-052,1.0,15.0,0.0
Mexico,world_cup,26.0,Brian Gutiérrez,MF,1.mx Guadalajara,"Berwyn, IL, United States",2003-06-17,22-359,1.0,65.0,0.0
Mexico,world_cup,21.0,César Huerta,"FW,MF",1.be Anderlecht,"Guadalajara, Estado de Jalisco, Mexico",2000-12-03,25-190,0.0,,
Mexico,world_cup,9.0,Raúl Jiménez,FW,1.eng Fulham,"Tepeji del Río de Ocampo, Estado de Hidalgo, Mexico",1991-05-05,35-037,1.0,75.0,1.0
Mexico,world_cup,6.0,Erik Lira,MF,1.mx Cruz Azul,"México, Estado de México, Mexico",2000-05-08,26-034,1.0,75.0,0.0
Mexico,world_cup,22.0,Guillermo Martínez Ayala,FW,1.mx UNAM,"Celaya, Estado de Guanajuato, Mexico",1995-03-15,31-088,0.0,,
Mexico,world_cup,3.0,César Montes,DF,1.ru Loko Moscow,"Hermosillo, Estado de Sonora, Mexico",1997-02-24,29-107,1.0,89.0,0.0
Mexico,world_cup,19.0,Gilberto Mora,MF,1.mx Tijuana,"México, Estado de México, Mexico",2008-10-14,17-240,1.0,25.0,0.0
Mexico,world_cup,13.0,Guillermo Ochoa,GK,1.cy AEL Limassol,"Guadalajara, Estado de Jalisco, Mexico",1985-07-13,40-333,0.0,,
Mexico,world_cup,17.0,Orbelín Pineda,"FW,MF",1.gr AEK Athens,"Coyuca de Catalán, Estado de Guerrero, Mexico",1996-03-24,30-079,0.0,,
Mexico,world_cup,16.0,Julián Quiñones,MF,1.sa Al-Qadsiah,"Payán, Colombia",1997-03-24,29-079,1.0,78.0,1.0
Mexico,world_cup,1.0,Raúl Rangel,GK,1.mx Guadalajara,"Estado de México, Mexico",2000-02-25,26-106,1.0,90.0,0.0
Mexico,world_cup,15.0,Israel Reyes,DF,1.mx América,"Autlán de Navarro, Estado de Jalisco, Mexico",2000-05-23,26-019,1.0,90.0,0.0
Mexico,world_cup,7.0,Luis Romo,"DF,MF",1.mx Guadalajara,"Ahome, Estado de Sinaloa, Mexico",1995-06-05,31-006,0.0,,
Mexico,world_cup,2.0,Jorge Sánchez,"DF,MF",1.gr PAOK,"Torreón, Estado de Coahuila de Zaragoza, Mexico",1997-12-10,28-183,0.0,,
Mexico,world_cup,18.0,Obed Vargas,MF,1.es Atlético Madrid,"Anchorage, AK, United States",2005-08-05,20-310,0.0,,
Mexico,world_cup,5.0,Johan Vásquez,DF,1.it Genoa,"Navojoa, Estado de Sonora, Mexico",1998-10-22,27-232,1.0,90.0,0.0
Mexico,world_cup,10.0,Alexis Vega,"FW,MF",1.mx Toluca,"Cuauhtémoc, Ciudad de México, Mexico",1997-11-25,28-198,1.0,12.0,0.0
Morocco,world_cup,5.0,Nayef Aguerd,DF,1.fr Marseille,"Kenitra, Morocco",1996-03-30,30-073,,,
Morocco,world_cup,21.0,Ayoube Amaimouni,MF,1.de Eintracht Frankfurt,"Vic, Spain",2004-11-30,21-193,1.0,11.0,0.0
Morocco,world_cup,4.0,Sofyan Amrabat,"DF,MF",1.es Real Betis,"Gemeente Huizen, Netherlands",1996-08-21,29-294,0.0,,
Morocco,world_cup,24.0,Neil El Aynaoui,MF,1.it Roma,"Nancy, France",2001-07-02,24-344,1.0,90.0,0.0
Morocco,world_cup,19.0,Youssef Belammari,DF,1.eg Al Ahly,"Casablanca, Morocco",1998-09-20,27-264,0.0,,
Morocco,world_cup,6.0,Ayyoub Bouaddi,MF,1.fr Lille,"Senlis, France",2007-10-02,18-252,1.0,90.0,0.0
Morocco,world_cup,1.0,Yassine Bounou,GK,1.sa Al-Hilal,"Montréal, QC, Canada",1991-04-05,35-067,1.0,90.0,0.0
Morocco,world_cup,10.0,Brahim Díaz,MF,1.es Real Madrid,"Málaga, Spain",1999-08-03,26-312,1.0,64.0,0.0
Morocco,world_cup,14.0,Issa Diop,DF,1.eng Fulham,"Toulouse, France",1997-01-09,29-153,1.0,90.0,0.0
Morocco,world_cup,17.0,Abde Ezzalzouli,"FW,MF",1.es Real Betis,"Beni Mellal, Morocco",2001-12-17,24-176,,,
Morocco,world_cup,2.0,Achraf Hakimi,DF,1.fr Paris Saint-Germain,"Getafe, Spain",1998-11-04,27-219,1.0,90.0,0.0
Morocco,world_cup,25.0,Redouane Halhal,DF,1.be Mechelen,"Montpellier, France",2003-03-05,23-098,0.0,,
Morocco,world_cup,20.0,Ayoub El Kaabi,"FW,MF",1.gr Olympiacos,"Casablanca, Morocco",1993-06-26,32-350,0.0,,
Morocco,world_cup,23.0,Bilal El Khannouss,MF,1.de Stuttgart,"Strombeek-Bever, Belgium",2004-05-10,22-032,1.0,79.0,0.0
Morocco,world_cup,3.0,Noussair Mazraoui,DF,1.eng Manchester Utd,"Leiderdorp, Netherlands",1997-11-14,28-209,1.0,79.0,0.0
Morocco,world_cup,15.0,Samir El Mourabet,MF,1.fr Strasbourg,"France, France",2005-10-06,20-248,1.0,26.0,0.0
Morocco,world_cup,12.0,Munir,GK,1.ma RS Berkane,Spain,1989-05-10,37-032,0.0,,
Morocco,world_cup,13.0,Zakaria El Ouahdi,"DF,MF",1.be Genk,"Hoboken, Belgium",2001-12-31,24-162,0.0,,
Morocco,world_cup,8.0,Azzedine Ounahi,MF,1.es Girona,"Casablanca, Morocco",2000-04-19,26-053,1.0,64.0,0.0
Morocco,world_cup,9.0,Soufiane Rahimi,FW,1.ae Al Ain FC,"Casablanca, Morocco",1996-06-02,30-009,1.0,2.0,0.0
Morocco,world_cup,22.0,Ahmed Reda Tagnaouti,GK,1.ma AS FAR,"Casablanca, Morocco",1996-04-05,30-067,0.0,,
Morocco,world_cup,18.0,Chadi Riad,DF,1.eng Crystal Palace,"Palma, Spain",2003-06-17,22-359,1.0,90.0,0.0
Morocco,world_cup,11.0,Ismael Saibari,FW,1.nl PSV,"Terrassa, Spain",2001-01-28,25-134,1.0,88.0,1.0
Morocco,world_cup,26.0,Anass Salah-Eddine,DF,1.nl PSV,"Amsterdam, Netherlands",2002-01-18,24-144,1.0,11.0,0.0
Morocco,world_cup,7.0,Chemsdine Talbi,MF,1.eng Sunderland,"Auvelais, Belgium",2005-05-09,21-033,1.0,26.0,0.0
Morocco,world_cup,16.0,Gessime Yassine,MF,1.fr Strasbourg,"Salon-de-Provence, France",2005-11-22,20-201,0.0,,
Netherlands,world_cup,5.0,Nathan Aké,"DF,MF",1.eng Manchester City,"The Hague, Netherlands",1995-02-18,31-113,,,
Netherlands,world_cup,19.0,Brian Brobbey,FW,1.eng Sunderland,"Amsterdam, Netherlands",2002-02-01,24-130,,,
Netherlands,world_cup,22.0,Denzel Dumfries,"DF,MF",1.it Inter,"Rotterdam, Netherlands",1996-04-18,30-054,,,
Netherlands,world_cup,23.0,Mark Flekken,GK,1.de Leverkusen,"Gemeente Kerkrade, Netherlands",1993-06-13,32-363,,,
Netherlands,world_cup,11.0,Cody Gakpo,"FW,MF",1.eng Liverpool,"Gemeente Eindhoven, Netherlands",1999-05-07,27-035,,,
Netherlands,world_cup,8.0,Ryan Gravenberch,MF,1.eng Liverpool,"Amsterdam, Netherlands",2002-05-16,24-026,,,
Netherlands,world_cup,25.0,Jorrel Hato,DF,1.eng Chelsea,"Rotterdam, Netherlands",2006-03-07,20-096,,,
Netherlands,world_cup,6.0,Jan Paul van Hecke,DF,1.eng Brighton,"Arnemuiden, Netherlands",2000-06-08,26-003,,,
Netherlands,world_cup,21.0,Frenkie de Jong,"DF,MF",1.es Barcelona,"Arkel, Netherlands",1997-05-12,29-030,,,
Netherlands,world_cup,7.0,Justin Kluivert,"FW,MF",1.eng Bournemouth,"Amsterdam, Netherlands",1999-05-05,27-037,,,
Netherlands,world_cup,20.0,Teun Koopmeiners,"DF,MF",1.it Juventus,"Gemeente Castricum, Netherlands",1998-02-28,28-103,,,
Netherlands,world_cup,17.0,Noa Lang,"FW,MF",1.tr Galatasaray,"Capelle aan den IJssel, Netherlands",1999-06-17,26-359,,,
Netherlands,world_cup,18.0,Donyell Malen,"FW,MF",1.it Roma,"Wieringen, Netherlands",1999-01-09,27-153,,,
Netherlands,world_cup,10.0,Memphis,"FW,MF",1.br Corinthians,"Moordrecht, Netherlands",1994-02-13,32-118,,,
Netherlands,world_cup,14.0,Tijjani Reijnders,MF,1.eng Manchester City,"Zwolle, Netherlands",1998-07-29,27-317,,,
Netherlands,world_cup,13.0,Robin Roefs,GK,1.eng Sunderland,"Chiwawa Horse Camp, WA, United States",2003-01-17,23-145,,,
Netherlands,world_cup,3.0,Marten de Roon,"DF,MF",1.it Atalanta,"Zwijndrecht, Netherlands",1991-03-29,35-074,,,
Netherlands,world_cup,24.0,Crysencio Summerville,"FW,MF",1.eng West Ham United,"Rotterdam, Netherlands",2001-10-30,24-224,,,
Netherlands,world_cup,16.0,Guus Til,"FW,MF",1.nl PSV,"Amsterdam, Netherlands",1997-12-22,28-171,,,
Netherlands,world_cup,2.0,Jurriën Timber,DF,1.eng Arsenal,"Utrecht, Netherlands",2001-06-17,24-359,,,
Netherlands,world_cup,26.0,Quinten Timber,MF,1.fr Marseille,"Utrecht, Netherlands",2001-06-17,24-359,,,
Netherlands,world_cup,4.0,Virgil van Dijk,DF,1.eng Liverpool,"Breda, Netherlands",1991-07-08,34-338,,,
Netherlands,world_cup,15.0,Micky van de Ven,DF,1.eng Tottenham Hotspur,"Wormer, Netherlands",2001-04-19,25-053,,,
Netherlands,world_cup,1.0,Bart Verbruggen,GK,1.eng Brighton,"Breda, Netherlands",2002-08-18,23-297,,,
Netherlands,world_cup,9.0,Wout Weghorst,FW,1.nl Ajax,"Gemeente Borne, Netherlands",1992-08-07,33-308,,,
Netherlands,world_cup,12.0,Mats Wieffer,"DF,MF",1.eng Brighton,"Gemeente Borne, Netherlands",1999-11-16,26-207,,,
New Zealand,world_cup,17.0,Kosta Barbarouses,"FW,MF",1.au Western Sydney Wanderers,"Wellington, New Zealand",1990-02-19,36-112,,,
New Zealand,world_cup,25.0,Lachlan Bayliss,MF,1.au Newcastle Jets,"Darwin, Australia",2002-07-24,23-322,,,
New Zealand,world_cup,6.0,Joe Bell,MF,1.no Viking,"Bristol, England, United Kingdom",1999-04-27,27-045,,,
New Zealand,world_cup,4.0,Tyler Bindon,DF,2.eng Sheffield United,United States,2005-01-27,21-135,,,
New Zealand,world_cup,5.0,Michael Boxall,DF,1.us Minnesota Utd,"Auckland, New Zealand",1988-08-18,37-297,,,
New Zealand,world_cup,13.0,Liberato Cacace,"DF,MF",2.eng Wrexham,"Wellington, New Zealand",2000-09-27,25-257,,,
New Zealand,world_cup,1.0,Max Crocombe,GK,2.eng Millwall,"Auckland, New Zealand",1993-08-12,32-303,,,
New Zealand,world_cup,24.0,Callan Elliot,DF,1.au Auckland FC,"Dumfries, Scotland, United Kingdom",1999-07-07,26-339,,,
New Zealand,world_cup,7.0,Matt Garbett,MF,3.eng Peterborough United,"London, England, United Kingdom",2002-04-13,24-059,,,
New Zealand,world_cup,11.0,Eli Just,MF,1.sct Motherwell,"Palmerston North, New Zealand",2000-05-01,26-041,,,
New Zealand,world_cup,20.0,Callum McCowatt,"FW,MF",1.dk Silkeborg,"Auckland, New Zealand",1999-04-30,27-042,,,
New Zealand,world_cup,19.0,Ben Old,MF,2.fr Saint-Étienne,"Auckland, New Zealand",2002-08-13,23-302,,,
New Zealand,world_cup,12.0,Alex Paulsen,GK,1.pl Lechia Gdańsk,"New Zealand, New Zealand",2002-07-04,23-342,,,
New Zealand,world_cup,2.0,Tim Payne,"DF,FW",1.au Wellington Phoenix,"Auckland, New Zealand",1994-01-10,32-152,,,
New Zealand,world_cup,15.0,Nando Pijnaker,DF,1.au Auckland FC,"New Zealand, New Zealand",1999-02-25,27-106,,,
New Zealand,world_cup,21.0,Jesse Randall,MF,1.au Auckland FC,"New Zealand, New Zealand",2002-08-19,23-296,,,
New Zealand,world_cup,14.0,Alex Rufer,MF,1.au Wellington Phoenix,"Geneva, Switzerland",1996-06-12,29-364,,,
New Zealand,world_cup,10.0,Sarpreet Singh,MF,1.au Wellington Phoenix,"Auckland, New Zealand",1999-02-20,27-111,,,
New Zealand,world_cup,26.0,Tommy Smith,DF,5.eng Braintree Town,"Macclesfield, England, United Kingdom",1990-03-31,36-072,,,
New Zealand,world_cup,8.0,Marko Stamenic,MF,2.eng Swansea City,"Wellington, New Zealand",2002-02-19,24-112,,,
New Zealand,world_cup,16.0,Finn Surman,DF,1.us Portland Timbers,"New Zealand, New Zealand",2003-09-23,22-261,,,
New Zealand,world_cup,23.0,Ryan Thomas,"FW,MF",1.nl Zwolle,"Te Puke, New Zealand",1994-12-20,31-173,,,
New Zealand,world_cup,3.0,Francis de Vries,DF,1.au Auckland FC,"Christchurch, New Zealand",1994-11-28,31-195,,,
New Zealand,world_cup,18.0,Ben Waine,FW,3.eng Port Vale,"Wellington, New Zealand",2001-06-11,25-000,,,
New Zealand,world_cup,9.0,Chris Wood,FW,1.eng Nottingham Forest,"Auckland, New Zealand",1991-12-07,34-186,,,
New Zealand,world_cup,22.0,Michael Woud,GK,1.au Auckland FC,"Auckland, New Zealand",1999-01-16,27-146,,,
Norway,world_cup,19.0,Thelo Aasgaard,MF,1.sct Rangers,"Liverpool, England, United Kingdom",2002-05-02,24-040,,,
Norway,world_cup,3.0,Kristoffer Ajer,"DF,MF",1.eng Brentford,"Rælingen, Norway",1998-04-17,28-055,,,
Norway,world_cup,15.0,Fredrik André Bjørkan,DF,1.no Bodø/Glimt,"Bodø, Norway",1998-08-21,27-294,,,
Norway,world_cup,14.0,Fredrik Aursnes,"DF,MF",1.pt Benfica,"Hareid, Norway",1995-12-10,30-183,,,
Norway,world_cup,6.0,Patrick Berg,"DF,MF",1.no Bodø/Glimt,"Bodø, Norway",1997-11-24,28-199,,,
Norway,world_cup,8.0,Sander Berge,MF,1.eng Fulham,"Bærum, Norway",1998-02-14,28-117,,,
Norway,world_cup,22.0,Oscar Bobb,"FW,MF",1.eng Fulham,"Oslo, Norway",2003-07-12,22-334,,,
Norway,world_cup,25.0,Henrik Falchener,DF,1.no Viking,"Tønsberg, Norway",2003-05-08,23-034,,,
Norway,world_cup,9.0,Erling Haaland,"FW,MF",1.eng Manchester City,"Leeds, England, United Kingdom",2000-07-21,25-325,,,
Norway,world_cup,17.0,Torbjørn Heggem,DF,1.it Bologna,"Trondheim, Norway",1999-01-12,27-150,,,
Norway,world_cup,24.0,Sondre Langås,DF,2.eng Derby County,"Namsos, Norway",2001-02-02,25-129,,,
Norway,world_cup,5.0,David Møller Wolfe,DF,1.eng Wolves,"Bergen, Norway",2002-04-23,24-049,,,
Norway,world_cup,20.0,Antonio Nusa,"FW,MF",1.de RB Leipzig,"Oslo, Norway",2005-04-17,21-055,,,
Norway,world_cup,1.0,Ørjan Nyland,GK,1.es Sevilla,"Volda, Norway",1990-09-10,35-274,,,
Norway,world_cup,16.0,Marcus Pedersen,"DF,MF",1.it Torino,"Hammerfest, Norway",2000-07-16,25-330,,,
Norway,world_cup,23.0,Jens Petter Hauge,"DF,FW",1.no Bodø/Glimt,"Bodø, Norway",1999-10-12,26-242,,,
Norway,world_cup,26.0,Julian Ryerson,"DF,MF",1.de Dortmund,"Lyngdal, Norway",1997-11-17,28-206,,,
Norway,world_cup,21.0,Andreas Schjelderup,"FW,MF",1.pt Benfica,"Bodø, Norway",2004-06-01,22-010,,,
Norway,world_cup,13.0,Egil Selvik,GK,2.eng Watford,"Sandnes, Norway",1997-07-30,28-316,,,
Norway,world_cup,11.0,Jørgen Strand Larsen,FW,1.eng Crystal Palace,"Halden, Norway",2000-02-06,26-125,,,
Norway,world_cup,7.0,Alexander Sørloth,FW,1.es Atlético Madrid,"Trondheim, Norway",1995-12-05,30-188,,,
