Player,Pos,Country,Age,impact_score_raw,overall,potential,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,skill_dribbling,skill_fk_accuracy,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
Ibrahim Mbaye,FW,Senegal,18.3778,3.5723329888378075,72.0,73.0,2500000.0,20000.0,68.0,49.0,64.0,68.0,71.0,67.0,70.0,35.0,66.0,68.0,55.0,68.0,67.0,68.0,70.0,67.0,65.0,69.0,52.0,71.0,64.0,56.0,75.0,71.0,60.0,50.0,65.0,72.0,72.0,72.0,15.0,7.0,6.0,10.0,9.0
Antoine Mendy,DF,Senegal,22.0411,-0.5259709947700675,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Édouard Mendy,GK,Senegal,34.2793,-1.0691302615774183,83.0,85.0,30000000.0,105000.0,74.0,61.0,64.0,70.0,60.0,71.0,10.0,5.0,10.0,13.0,14.0,31.0,36.0,33.0,48.0,80.0,27.0,59.0,39.0,35.0,72.0,9.0,22.0,13.0,6.0,44.0,57.0,10.0,11.0,13.0,83.0,82.0,78.0,81.0,84.0
Cherif Ndiaye,"FW,MF",Senegal,30.3806,0.2181190651708858,69.0,74.0,2100000.0,8000.0,77.0,66.0,53.0,67.0,32.0,76.0,55.0,69.0,70.0,69.0,29.0,67.0,74.0,79.0,70.0,65.0,52.0,72.0,70.0,75.0,78.0,55.0,72.0,21.0,70.0,50.0,63.0,44.0,22.0,14.0,13.0,6.0,13.0,7.0,7.0
Iliman Ndiaye,"FW,MF",Senegal,26.2656,-0.4802846651664464,71.0,80.0,4200000.0,9000.0,91.0,66.0,63.0,75.0,57.0,61.0,64.0,71.0,74.0,77.0,58.0,70.0,91.0,91.0,91.0,56.0,89.0,69.0,94.0,74.0,59.0,62.0,43.0,57.0,59.0,57.0,62.0,66.0,48.0,40.0,12.0,6.0,9.0,6.0,9.0
Moussa Niakhaté,"DF,FW",Senegal,30.2601,-0.1913410802311544,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Bara Sapoko Ndiaye,MF,Senegal,18.4435,-3.850721255131433,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Ismaila Sarr,"FW,MF",Senegal,28.2902,1.486157288216145,78.0,86.0,31000000.0,53000.0,94.0,76.0,67.0,80.0,22.0,67.0,68.0,75.0,44.0,82.0,55.0,79.0,94.0,94.0,78.0,76.0,74.0,82.0,48.0,73.0,71.0,78.0,53.0,17.0,73.0,68.0,78.0,25.0,16.0,21.0,14.0,13.0,7.0,6.0,9.0
Mamadou Sarr,DF,Senegal,20.783,-0.3885999231799205,65.0,68.0,875000.0,3000.0,56.0,32.0,48.0,50.0,67.0,64.0,38.0,24.0,68.0,43.0,31.0,57.0,53.0,59.0,49.0,64.0,52.0,47.0,70.0,60.0,65.0,35.0,64.0,63.0,32.0,35.0,60.0,67.0,69.0,65.0,8.0,7.0,14.0,7.0,10.0
Abdoulaye Seck,DF,Senegal,34.0192,-0.2751660707290066,73.0,74.0,2800000.0,17000.0,74.0,47.0,57.0,58.0,70.0,86.0,61.0,41.0,75.0,58.0,29.0,62.0,68.0,78.0,48.0,64.0,36.0,68.0,71.0,73.0,95.0,48.0,84.0,70.0,28.0,45.0,65.0,65.0,72.0,72.0,14.0,15.0,11.0,15.0,13.0
Jayden Adams,MF,South Africa,25.1013,-0.3480693134000898,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Oswin Appollis,MF,South Africa,24.794,0.2328636013400236,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Sipho Chaine,GK,South Africa,29.4901,-1.5035026235948756,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Bradley Cross,DF,South Africa,25.3614,-1.5154014489080088,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Lyle Foster,FW,South Africa,25.7693,-0.978574146786846,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Ricardo Goss,GK,South Africa,32.1916,-1.5035026235948756,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Samukele Kabini,DF,South Africa,22.2409,-1.7494116800662902,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Evidence Makgopa,FW,South Africa,26.0164,-0.1181648861310132,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Olwethu Makhanya,DF,South Africa,22.115,-1.463839872551099,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Thapelo Maseko,MF,South Africa,22.5804,-2.111917736989339,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Thabang Matuludi,DF,South Africa,27.4052,-1.4559073223423438,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Thalente Mbatha,MF,South Africa,26.2382,-0.9913862212444212,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Mbekezeli Mbokazi,DF,South Africa,20.7255,-1.6496542402876726,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Aubrey Modiba,DF,South Africa,30.8871,-1.6459708357614664,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Relebohile Mofokeng,MF,South Africa,21.6324,-0.5866449101578304,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Teboho Mokoena,MF,South Africa,29.3778,-1.1639324544342071,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Tshepang Moremi,MF,South Africa,25.6899,-2.180282212060055,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Khuliso Mudau,DF,South Africa,31.1259,-1.0794269014129707,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Khulumani Ndamane,DF,South Africa,22.345,0.5293253624257301,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Ime Okon,DF,South Africa,22.3039,-2.665480293481364,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Iqraam Rayners,FW,South Africa,30.4764,-1.39787904945062,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Kamogelo Sebelebele,"DF,MF",South Africa,23.8898,-1.041581861018834,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Nkosinathi Sibisi,DF,South Africa,30.7173,-1.532648422343971,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Sphephelo Sithole,MF,South Africa,27.2738,-1.6718754615779197,70.0,78.0,3400000.0,4000.0,65.0,60.0,64.0,67.0,67.0,75.0,52.0,59.0,68.0,69.0,48.0,68.0,63.0,66.0,56.0,73.0,51.0,69.0,58.0,74.0,78.0,60.0,75.0,67.0,66.0,68.0,70.0,64.0,69.0,65.0,12.0,14.0,14.0,10.0,9.0
Ronwen Williams,GK,South Africa,34.386,-0.6691080188226923,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Themba Zwane,"FW,MF",South Africa,36.8542,-1.511048741104225,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Álex Baena,"FW,MF",Spain,24.8925,0.4929395648457961,67.0,82.0,2400000.0,6000.0,66.0,70.0,63.0,71.0,39.0,46.0,65.0,70.0,41.0,74.0,58.0,73.0,65.0,66.0,65.0,52.0,67.0,73.0,40.0,55.0,46.0,71.0,34.0,37.0,71.0,58.0,64.0,40.0,39.0,38.0,6.0,11.0,8.0,12.0,11.0
Pau Cubarsí,DF,Spain,19.3833,1.5855189403564272,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Marc Cucurella,"DF,MF",Spain,27.8871,1.4630266384478825,81.0,87.0,41500000.0,63000.0,79.0,67.0,78.0,80.0,73.0,74.0,81.0,68.0,57.0,80.0,48.0,81.0,78.0,80.0,78.0,82.0,83.0,73.0,77.0,88.0,66.0,65.0,76.0,73.0,79.0,78.0,74.0,71.0,78.0,77.0,13.0,7.0,9.0,10.0,11.0
Eric García,"DF,MF",Spain,25.4189,-1.0600960421595915,77.0,86.0,21500000.0,71000.0,65.0,44.0,65.0,66.0,79.0,72.0,46.0,42.0,77.0,62.0,31.0,72.0,60.0,69.0,60.0,78.0,57.0,51.0,73.0,68.0,73.0,44.0,76.0,80.0,42.0,62.0,79.0,79.0,78.0,77.0,11.0,9.0,12.0,11.0,7.0
Joan García,GK,Spain,25.104,-2.352285495931693,67.0,83.0,2400000.0,3000.0,74.0,61.0,64.0,70.0,60.0,71.0,13.0,6.0,12.0,12.0,12.0,20.0,45.0,40.0,43.0,65.0,42.0,50.0,67.0,35.0,55.0,9.0,24.0,13.0,6.0,45.0,50.0,7.0,13.0,14.0,66.0,67.0,66.0,65.0,67.0
Gavi,"FW,MF",Spain,21.8487,-1.5915769061461966,66.0,85.0,2100000.0,4000.0,66.0,53.0,67.0,69.0,50.0,48.0,59.0,55.0,38.0,67.0,47.0,70.0,68.0,64.0,77.0,64.0,78.0,49.0,48.0,52.0,44.0,53.0,54.0,58.0,59.0,70.0,68.0,49.0,53.0,44.0,8.0,10.0,11.0,7.0,13.0
Álex Grimaldo,"DF,MF",Spain,30.7228,0.3555217642164883,82.0,85.0,37000000.0,18000.0,87.0,65.0,81.0,83.0,74.0,71.0,82.0,52.0,66.0,83.0,81.0,83.0,86.0,87.0,84.0,83.0,86.0,79.0,64.0,90.0,63.0,79.0,69.0,79.0,77.0,78.0,83.0,71.0,76.0,74.0,7.0,13.0,10.0,7.0,13.0
Borja Iglesias,FW,Spain,33.397,-0.3884970579142195,80.0,80.0,21500000.0,34000.0,65.0,80.0,64.0,74.0,35.0,80.0,50.0,82.0,80.0,74.0,36.0,79.0,61.0,69.0,60.0,76.0,73.0,83.0,70.0,71.0,90.0,74.0,69.0,30.0,83.0,71.0,80.0,32.0,31.0,18.0,14.0,12.0,16.0,13.0,16.0
Aymeric Laporte,DF,Spain,32.0411,0.2707297478024091,86.0,89.0,77000000.0,185000.0,63.0,50.0,72.0,69.0,86.0,80.0,58.0,45.0,84.0,63.0,69.0,78.0,59.0,67.0,57.0,87.0,60.0,68.0,80.0,72.0,84.0,47.0,81.0,87.0,54.0,65.0,84.0,86.0,87.0,86.0,10.0,11.0,5.0,14.0,5.0
Marcos Llorente,"DF,MF",Spain,31.3614,0.1896413090286215,86.0,89.0,88000000.0,95000.0,88.0,80.0,81.0,82.0,78.0,82.0,74.0,81.0,67.0,82.0,58.0,84.0,86.0,90.0,82.0,86.0,69.0,84.0,69.0,90.0,79.0,79.0,83.0,82.0,87.0,86.0,83.0,79.0,80.0,74.0,13.0,6.0,6.0,11.0,15.0
Mikel Merino,MF,Spain,29.9692,1.407931189258754,83.0,87.0,50000000.0,47000.0,74.0,78.0,81.0,82.0,82.0,81.0,77.0,79.0,81.0,83.0,69.0,84.0,73.0,75.0,76.0,84.0,72.0,84.0,81.0,84.0,79.0,78.0,81.0,84.0,78.0,83.0,80.0,80.0,84.0,76.0,9.0,12.0,9.0,13.0,14.0
Víctor Muñoz,MF,Spain,22.9117,1.775858138041417,78.0,78.0,9000000.0,24000.0,50.0,42.0,65.0,60.0,79.0,78.0,55.0,37.0,79.0,53.0,46.0,70.0,51.0,50.0,47.0,76.0,53.0,59.0,77.0,73.0,80.0,38.0,79.0,77.0,39.0,60.0,70.0,78.0,80.0,81.0,12.0,8.0,6.0,6.0,14.0
Dani Olmo,"FW,MF",Spain,28.0958,-0.2358135294479066,82.0,87.0,46000000.0,78000.0,67.0,76.0,81.0,86.0,50.0,60.0,78.0,74.0,43.0,86.0,75.0,86.0,77.0,58.0,86.0,83.0,86.0,79.0,55.0,80.0,54.0,77.0,51.0,57.0,82.0,83.0,82.0,50.0,50.0,44.0,15.0,15.0,13.0,12.0,11.0
Mikel Oyarzabal,"FW,MF",Spain,29.1396,5.73226332627014,85.0,89.0,77500000.0,57000.0,82.0,82.0,81.0,84.0,41.0,63.0,82.0,84.0,60.0,85.0,71.0,85.0,83.0,81.0,83.0,81.0,80.0,80.0,72.0,82.0,57.0,81.0,52.0,29.0,85.0,85.0,83.0,55.0,32.0,30.0,10.0,6.0,10.0,13.0,11.0
Pedri,MF,Spain,23.5421,2.778955034043056,81.0,91.0,54000000.0,51000.0,78.0,65.0,79.0,84.0,66.0,63.0,68.0,68.0,50.0,84.0,51.0,83.0,81.0,76.0,88.0,81.0,89.0,62.0,65.0,86.0,53.0,65.0,59.0,68.0,77.0,86.0,84.0,65.0,73.0,63.0,12.0,7.0,11.0,8.0,8.0
Yeremi Pino,"FW,MF",Spain,23.6407,-0.2177490067760761,73.0,84.0,6500000.0,8000.0,71.0,66.0,70.0,73.0,31.0,46.0,69.0,70.0,46.0,75.0,60.0,73.0,73.0,70.0,73.0,68.0,77.0,63.0,38.0,70.0,32.0,64.0,51.0,29.0,70.0,74.0,56.0,31.0,28.0,28.0,9.0,7.0,14.0,6.0,9.0
Pedro Porro,"DF,MF",Spain,26.742,0.4788044496308186,80.0,87.0,40500000.0,80000.0,80.0,67.0,73.0,79.0,75.0,75.0,80.0,61.0,66.0,79.0,67.0,82.0,76.0,83.0,78.0,78.0,71.0,81.0,59.0,83.0,73.0,74.0,74.0,76.0,75.0,68.0,78.0,74.0,78.0,75.0,15.0,7.0,14.0,5.0,7.0
Marc Pubill,DF,Spain,22.9747,-1.690733783755638,68.0,72.0,1700000.0,5000.0,77.0,66.0,55.0,68.0,21.0,64.0,48.0,68.0,64.0,70.0,51.0,68.0,73.0,80.0,65.0,61.0,66.0,68.0,72.0,73.0,70.0,64.0,36.0,19.0,68.0,58.0,63.0,18.0,14.0,15.0,6.0,8.0,8.0,10.0,12.0
David Raya,GK,Spain,30.7365,-1.099758793203368,74.0,78.0,4600000.0,27000.0,74.0,61.0,64.0,70.0,60.0,71.0,12.0,19.0,20.0,17.0,15.0,40.0,58.0,46.0,70.0,72.0,45.0,57.0,70.0,29.0,38.0,14.0,29.0,11.0,15.0,64.0,46.0,28.0,14.0,13.0,73.0,73.0,76.0,70.0,74.0
Rodri,"DF,MF",Spain,29.9692,0.4130748065752293,86.0,89.0,81000000.0,175000.0,61.0,70.0,77.0,78.0,82.0,82.0,63.0,64.0,78.0,78.0,54.0,82.0,60.0,62.0,65.0,80.0,65.0,83.0,72.0,87.0,82.0,76.0,76.0,83.0,75.0,81.0,83.0,83.0,84.0,78.0,10.0,10.0,7.0,14.0,8.0
Fabián Ruiz Peña,MF,Spain,30.1889,1.0028338597768478,82.0,86.0,42000000.0,77000.0,63.0,78.0,79.0,82.0,74.0,71.0,72.0,79.0,67.0,83.0,59.0,86.0,67.0,60.0,71.0,82.0,67.0,77.0,46.0,87.0,67.0,83.0,68.0,76.0,81.0,82.0,77.0,70.0,78.0,75.0,16.0,11.0,7.0,13.0,13.0
Unai Simón,GK,Spain,29.0,1.9172306478042227,82.0,86.0,34500000.0,24000.0,74.0,61.0,64.0,70.0,60.0,71.0,16.0,14.0,18.0,12.0,14.0,16.0,46.0,48.0,32.0,72.0,47.0,57.0,63.0,45.0,76.0,13.0,27.0,26.0,14.0,44.0,42.0,11.0,18.0,12.0,82.0,77.0,76.0,85.0,84.0
Ferrán Torres,"FW,MF",Spain,26.2793,2.1447487065803283,82.0,90.0,68500000.0,120000.0,82.0,79.0,78.0,82.0,35.0,66.0,77.0,81.0,73.0,84.0,60.0,81.0,87.0,78.0,82.0,81.0,76.0,79.0,75.0,73.0,70.0,76.0,45.0,34.0,84.0,84.0,82.0,35.0,24.0,28.0,12.0,9.0,11.0,15.0,12.0
Nico Williams,MF,Spain,23.9144,2.694097772505261,67.0,81.0,2400000.0,4000.0,82.0,64.0,59.0,70.0,21.0,54.0,64.0,66.0,70.0,70.0,57.0,69.0,86.0,79.0,84.0,51.0,74.0,65.0,66.0,55.0,62.0,60.0,29.0,12.0,64.0,57.0,68.0,16.0,16.0,17.0,9.0,13.0,12.0,12.0,14.0
Lamine Yamal,"FW,MF",Spain,18.9117,2.6782781859539924,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Martín Zubimendi,MF,Spain,27.3532,1.609536494997034,74.0,84.0,9500000.0,23000.0,62.0,61.0,71.0,71.0,74.0,69.0,65.0,64.0,63.0,67.0,44.0,74.0,65.0,59.0,72.0,78.0,72.0,58.0,77.0,76.0,65.0,66.0,66.0,76.0,72.0,74.0,80.0,75.0,76.0,71.0,7.0,6.0,12.0,14.0,13.0
Taha Ali,"FW,MF",Sweden,27.9446,4.711929894684026,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Yasin Ayari,MF,Sweden,22.679,-1.7111630740731725,55.0,74.0,325000.0,500.0,68.0,46.0,55.0,58.0,45.0,54.0,48.0,44.0,42.0,55.0,38.0,57.0,71.0,66.0,64.0,56.0,75.0,55.0,51.0,62.0,51.0,40.0,52.0,35.0,55.0,58.0,56.0,51.0,47.0,46.0,9.0,11.0,7.0,7.0,15.0
Lucas Bergvall,MF,Sweden,20.3532,-2.484236838034064,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Alexander Bernhardsson,"FW,MF",Sweden,27.7556,-2.0162488839483363,57.0,65.0,375000.0,950.0,77.0,51.0,53.0,57.0,42.0,53.0,53.0,49.0,42.0,61.0,36.0,52.0,76.0,78.0,65.0,51.0,58.0,59.0,48.0,55.0,61.0,46.0,31.0,39.0,56.0,52.0,49.0,43.0,42.0,46.0,12.0,9.0,6.0,5.0,11.0
Hjalmar Ekdal,DF,Sweden,27.6379,-2.219007164807536,64.0,72.0,1200000.0,2000.0,61.0,33.0,47.0,51.0,64.0,66.0,29.0,30.0,60.0,43.0,26.0,58.0,59.0,63.0,56.0,60.0,55.0,43.0,73.0,63.0,70.0,28.0,59.0,62.0,37.0,34.0,55.0,66.0,65.0,62.0,5.0,12.0,12.0,6.0,12.0
Anthony Elanga,"FW,MF",Sweden,24.1232,-1.9292105489753408,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
Gabriel Gudmundsson,"DF,MF",Sweden,27.1177,-1.2113203575723883,73.0,82.0,6500000.0,21000.0,87.0,64.0,67.0,72.0,66.0,70.0,77.0,59.0,51.0,75.0,43.0,70.0,86.0,88.0,76.0,67.0,68.0,75.0,70.0,76.0,64.0,71.0,78.0,66.0,66.0,62.0,63.0,67.0,70.0,65.0,12.0,10.0,7.0,6.0,8.0
Viktor Gyökeres,"FW,MF",Sweden,28.0192,0.8696643450098869,69.0,76.0,2800000.0,11000.0,73.0,66.0,61.0,70.0,26.0,69.0,61.0,70.0,63.0,72.0,49.0,70.0,68.0,77.0,67.0,66.0,64.0,68.0,65.0,69.0,74.0,62.0,55.0,23.0,69.0,58.0,60.0,28.0,17.0,16.0,10.0,13.0,11.0,14.0,8.0
Isak Hien,DF,Sweden,27.4079,-3.2546832175860416,73.0,79.0,4350000.0,14000.0,74.0,61.0,64.0,70.0,60.0,71.0,60.0,57.0,60.0,68.0,46.0,69.0,73.0,73.0,70.0,69.0,68.0,66.0,69.0,72.0,70.0,59.0,65.0,57.0,62.0,63.0,67.0,56.0,58.0,54.0,10.0,11.0,11.0,11.0,11.0
