Country,#,Player,Pos,Club,Birth Place,Birth Date,Age,League,Birth Country
Jordan,2.0,Mohammad Abu Hasheesh,DF,Al-Karma,Iraq,1995-05-09,31.0903,1.iq,Iraq
Jordan,20.0,Mohannad Abu Taha,MF,Al-Quwa Al-Jawiya,"Amman, Jordan",2003-02-02,23.3532,1.iq,Jordan
Jordan,16.0,Mo Abualnadi,DF,Selangor FA,"Overland Park, KS, United States",2001-02-08,25.3368,1.my,United States
Jordan,1.0,Yazeed Abulaila,GK,Al-Hussein SC,"Amman, Jordan",1993-01-08,33.4216,1.jo,Jordan
Jordan,5.0,Yazan Al-Arab,DF,FC Seoul,"Russeifa, Jordan",1996-01-31,30.3587,1.kr,Jordan
Jordan,14.0,Rajaei Ayed,MF,Al-Hussein SC,"Amman, Jordan",1993-07-25,32.8789,1.jo,Jordan
Jordan,24.0,Ali Azaizeh,MF,Al-Shabab,Germany,2004-04-13,22.1615,1.sa,Germany
Jordan,26.0,Anas Badawi,DF,Al-Faisaly,Jordan,1997-09-13,28.742,1.jo,Jordan
Jordan,12.0,Nour Bani Attiah,GK,Al-Faisaly,"Amman, Jordan",1993-01-25,33.3751,1.jo,Jordan
Jordan,25.0,Mohammad Al-Dawud,"FW,MF",Al-Wehdat SC,"Ar Ramthā, Jordan",1992-04-12,34.1643,1.jo,Jordan
Jordan,22.0,Abdallah Al-Fakhouri,GK,Al-Wehdat SC,"Russeifa, Jordan",2000-01-22,26.3833,1.jo,Jordan
Jordan,11.0,Odeh Al-Fakhouri,MF,Pyramids FC,"Amman, Jordan",2005-11-22,20.5503,1.eg,Jordan
Jordan,23.0,Ihsan Haddad,"DF,MF",Al-Hussein SC,"Irbid, Jordan",1994-02-05,32.345,1.jo,Jordan
Jordan,6.0,Amer Jamous,MF,Al-Zawra'a SC,"Saḩāb, Jordan",2002-07-03,23.9391,1.iq,Jordan
Jordan,13.0,Mahmoud Al-Mardi,"FW,MF",Al-Hussein SC,Jordan,1993-10-06,32.679,1.jo,Jordan
Jordan,3.0,Abdallah Nasib,DF,Al-Zawra'a SC,"Aqaba, Jordan",1994-02-25,32.2902,1.iq,Jordan
Jordan,17.0,Salim Obaid,DF,Al-Hussein SC,"Amman, Jordan",1992-01-17,34.397,1.jo,Jordan
Jordan,9.0,Ali Olwan,FW,Al-Sailiya SC,"Amman, Jordan",2000-03-26,26.2108,1.qa,Jordan
Jordan,21.0,Nizar Al Rashdan,MF,Qatar SC,Jordan,1999-03-23,27.219,1.qa,Jordan
Jordan,8.0,Noor Al Rawabdeh,MF,Selangor FA,"Amman, Jordan",1997-02-24,29.293,1.my,Jordan
Jordan,19.0,Saed Al-Rosan,DF,Al-Hussein SC,Jordan,1997-02-01,29.3559,1.jo,Jordan
Jordan,,Ibrahim Sabra,FW,Lokomotiva,"Saḩāb, Jordan",2006-02-01,20.3559,1.hr,Jordan
Jordan,15.0,Ibrahim Sadeh,MF,Al-Karma,"Zarqa, Jordan",2000-04-27,26.1232,1.iq,Jordan
Jordan,7.0,Sharara,FW,Raja Casablanca,"Ar Ramthā, Jordan",1997-12-30,28.4463,1.ma,Jordan
Jordan,10.0,Musa Al-Taamari,"FW,MF",Rennes,"Amman, Jordan",1997-06-10,29.0027,1.fr,Jordan
Korea Republic,12.0,Song Bum-keun,GK,Jeonbuk Hyundai,"Seongnam-si, Korea Republic",1997-10-15,28.6543,1.kr,Korea Republic
Korea Republic,23.0,Jens Castrop,MF,Gladbach,"Düsseldorf, Germany",2003-07-29,22.8679,1.de,Germany
Korea Republic,26.0,Lee Dong-gyeong,"FW,MF",Ulsan HD,Korea Republic,1997-09-20,28.7228,1.kr,Korea Republic
Korea Republic,3.0,Lee Gi-hyuk,DF,Gangwon FC,"Seoul, Korea Republic",2000-07-07,25.9281,1.kr,Korea Republic
Korea Republic,9.0,Cho Gue-sung,FW,Midtjylland,"Ansan-si, Korea Republic",1998-01-25,28.3751,1.dk,Korea Republic
Korea Republic,2.0,Lee Han-beom,DF,Midtjylland,Korea Republic,2002-06-17,23.9829,1.dk,Korea Republic
Korea Republic,11.0,Hwang Hee-chan,"FW,MF",Wolves,"Chuncheon, Korea Republic",1996-01-26,30.3723,1.eng,Korea Republic
Korea Republic,7.0,Son Heung-min,FW,LAFC,"Chuncheon, Korea Republic",1992-07-08,33.9254,1.us,Korea Republic
Korea Republic,18.0,Oh Hyeon-gyu,FW,Beşiktaş,"Namyangju-si, Korea Republic",2001-04-12,25.1643,1.tr,Korea Republic
Korea Republic,21.0,Jo Hyeon-woo,GK,Ulsan HD,"Seoul, Korea Republic",1991-09-25,34.7091,1.kr,Korea Republic
Korea Republic,20.0,Yang Hyun-jun,"FW,MF",Celtic,Korea Republic,2002-05-25,24.0465,1.sct,Korea Republic
Korea Republic,6.0,Hwang In-beom,MF,Feyenoord,Korea Republic,1996-09-20,29.7228,1.nl,Korea Republic
Korea Republic,10.0,Lee Jae-sung,FW,Mainz 05,Korea Republic,1992-08-10,33.835,1.de,Korea Republic
Korea Republic,25.0,Eom Ji-sung,MF,Swansea City,"Kimje, Korea Republic",2002-05-09,24.0903,2.eng,Korea Republic
Korea Republic,24.0,Kim Jin-gyu,MF,Jeonbuk Hyundai,Korea Republic,1997-02-24,29.293,1.kr,Korea Republic
Korea Republic,16.0,Park Jinseob,"DF,MF",Zhejiang,"Jeonju, Korea Republic",1995-10-23,30.6324,1.cn,Korea Republic
Korea Republic,17.0,Bae Jun-ho,"FW,MF",Stoke City,Korea Republic,2003-08-21,22.8049,2.eng,Korea Republic
Korea Republic,19.0,Lee Kang-in,FW,Paris Saint-Germain,Korea Republic,2001-02-19,25.3066,1.fr,Korea Republic
Korea Republic,4.0,Kim Min-jae,DF,Bayern Munich,"Tongyeong, Korea Republic",1996-11-15,29.5695,1.de,Korea Republic
Korea Republic,15.0,Kim Moon-hwan,"DF,MF",Daejeon Hana,"Hwaseong-si, Korea Republic",1995-08-01,30.8597,1.kr,Korea Republic
Korea Republic,1.0,Kim Seung-gyu,GK,FC Tokyo,Korea Republic,1990-09-30,35.6954,1.jp,Korea Republic
Korea Republic,8.0,Paik Seung-ho,MF,Birmingham City,"Seoul, Korea Republic",1997-03-17,29.2355,2.eng,Korea Republic
Korea Republic,5.0,Kim Tae-hyeon,DF,Kashima Antlers,"Gimpo-si, Korea Republic",2000-09-17,25.731,1.jp,Korea Republic
Korea Republic,13.0,Lee Tae-seok,MF,Austria Wien,Korea Republic,2002-07-28,23.8706,1.at,Korea Republic
Korea Republic,14.0,Cho Wi-je,DF,Jeonbuk Hyundai,Korea Republic,2001-08-25,24.794,1.kr,Korea Republic
Korea Republic,22.0,Seol Young-woo,MF,Red Star,Korea Republic,1998-12-05,27.5147,1.rs,Korea Republic
Korea Republic,,Cho Yumin,DF,Al-Sharjah SCC,Korea Republic,1996-11-17,29.564,1.ae,Korea Republic
Mexico,12.0,Carlos Acevedo,GK,Santos Laguna,"Torreón, Estado de Coahuila de Zaragoza, Mexico",1996-04-19,30.1451,1.mx,Mexico
Mexico,25.0,Roberto Alvarado,MF,Guadalajara,"Salamanca, Estado de Guanajuato, Mexico",1998-09-07,27.7584,1.mx,Mexico
Mexico,4.0,Edson Álvarez,"DF,MF",West Ham United,"Tlalnepantla de Baz, Estado de México, Mexico",1997-10-24,28.6297,1.eng,Mexico
Mexico,24.0,Luis Chávez,MF,Dynamo Moscow,"Cihuatlán, Estado de Jalisco, Mexico",1996-01-15,30.4025,1.ru,Mexico
Mexico,20.0,Mateo Chávez,DF,AZ Alkmaar,"México, Estado de México, Mexico",2004-05-12,22.0821,1.nl,Mexico
Mexico,8.0,Álvaro Fidalgo,MF,Real Betis,"Pola de Siero, Spain",1997-04-09,29.1725,1.es,Spain
Mexico,23.0,Jesús Gallardo,DF,Toluca,"Cárdenas, Estado de Tabasco, Mexico",1994-08-15,31.8214,1.mx,Mexico
Mexico,11.0,Santiago Giménez,FW,Milan,"Argentina, Argentina",2001-04-18,25.1478,1.it,Argentina
Mexico,14.0,Armando González,FW,Guadalajara,"México, Estado de México, Mexico",2003-04-20,23.1424,1.mx,Mexico
Mexico,26.0,Brian Gutiérrez,MF,Guadalajara,"Berwyn, IL, United States",2003-06-17,22.9829,1.mx,United States
Mexico,21.0,César Huerta,"FW,MF",Anderlecht,"Guadalajara, Estado de Jalisco, Mexico",2000-12-03,25.5202,1.be,Mexico
Mexico,9.0,Raúl Jiménez,FW,Fulham,"Tepeji del Río de Ocampo, Estado de Hidalgo, Mexico",1991-05-05,35.1013,1.eng,Mexico
Mexico,6.0,Erik Lira,MF,Cruz Azul,"México, Estado de México, Mexico",2000-05-08,26.0931,1.mx,Mexico
Mexico,22.0,Guillermo Martínez Ayala,FW,UNAM,"Celaya, Estado de Guanajuato, Mexico",1995-03-15,31.2409,1.mx,Mexico
Mexico,3.0,César Montes,DF,Loko Moscow,"Hermosillo, Estado de Sonora, Mexico",1997-02-24,29.293,1.ru,Mexico
Mexico,19.0,Gilberto Mora,MF,Tijuana,"México, Estado de México, Mexico",2008-10-14,17.6571,1.mx,Mexico
Mexico,13.0,Guillermo Ochoa,GK,AEL Limassol,"Guadalajara, Estado de Jalisco, Mexico",1985-07-13,40.9117,1.cy,Mexico
Mexico,17.0,Orbelín Pineda,"FW,MF",AEK Athens,"Coyuca de Catalán, Estado de Guerrero, Mexico",1996-03-24,30.2163,1.gr,Mexico
Mexico,16.0,Julián Quiñones,MF,Al-Qadsiah,"Payán, Colombia",1997-03-24,29.2163,1.sa,Colombia
Mexico,1.0,Raúl Rangel,GK,Guadalajara,"Estado de México, Mexico",2000-02-25,26.2902,1.mx,Mexico
Mexico,15.0,Israel Reyes,DF,América,"Autlán de Navarro, Estado de Jalisco, Mexico",2000-05-23,26.052,1.mx,Mexico
Mexico,7.0,Luis Romo,"DF,MF",Guadalajara,"Ahome, Estado de Sinaloa, Mexico",1995-06-05,31.0164,1.mx,Mexico
Mexico,2.0,Jorge Sánchez,"DF,MF",PAOK,"Torreón, Estado de Coahuila de Zaragoza, Mexico",1997-12-10,28.501,1.gr,Mexico
Mexico,18.0,Obed Vargas,MF,Atlético Madrid,"Anchorage, AK, United States",2005-08-05,20.8487,1.es,United States
Mexico,5.0,Johan Vásquez,DF,Genoa,"Navojoa, Estado de Sonora, Mexico",1998-10-22,27.6352,1.it,Mexico
Mexico,10.0,Alexis Vega,"FW,MF",Toluca,"Cuauhtémoc, Ciudad de México, Mexico",1997-11-25,28.5421,1.mx,Mexico
Morocco,5.0,Nayef Aguerd,DF,Marseille,"Kenitra, Morocco",1996-03-30,30.1999,1.fr,Morocco
Morocco,21.0,Ayoube Amaimouni,MF,Eintracht Frankfurt,"Vic, Spain",2004-11-30,21.5284,1.de,Spain
Morocco,4.0,Sofyan Amrabat,"DF,MF",Real Betis,"Gemeente Huizen, Netherlands",1996-08-21,29.8049,1.es,Netherlands
Morocco,24.0,Neil El Aynaoui,MF,Roma,"Nancy, France",2001-07-02,24.9418,1.it,France
Morocco,19.0,Youssef Belammari,DF,Al Ahly,"Casablanca, Morocco",1998-09-20,27.7228,1.eg,Morocco
Morocco,6.0,Ayyoub Bouaddi,MF,Lille,"Senlis, France",2007-10-02,18.6899,1.fr,France
Morocco,1.0,Yassine Bounou,GK,Al-Hilal,"Montréal, QC, Canada",1991-04-05,35.1834,1.sa,Canada
Morocco,10.0,Brahim Díaz,MF,Real Madrid,"Málaga, Spain",1999-08-03,26.8542,1.es,Spain
Morocco,14.0,Issa Diop,DF,Fulham,"Toulouse, France",1997-01-09,29.4189,1.eng,France
Morocco,17.0,Abde Ezzalzouli,"FW,MF",Real Betis,"Beni Mellal, Morocco",2001-12-17,24.4819,1.es,Morocco
Morocco,2.0,Achraf Hakimi,DF,Paris Saint-Germain,"Getafe, Spain",1998-11-04,27.5996,1.fr,Spain
Morocco,25.0,Redouane Halhal,DF,Mechelen,"Montpellier, France",2003-03-05,23.2683,1.be,France
Morocco,20.0,Ayoub El Kaabi,"FW,MF",Olympiacos,"Casablanca, Morocco",1993-06-26,32.9582,1.gr,Morocco
Morocco,23.0,Bilal El Khannouss,MF,Stuttgart,"Strombeek-Bever, Belgium",2004-05-10,22.0876,1.de,Belgium
Morocco,3.0,Noussair Mazraoui,DF,Manchester Utd,"Leiderdorp, Netherlands",1997-11-14,28.5722,1.eng,Netherlands
Morocco,15.0,Samir El Mourabet,MF,Strasbourg,"France, France",2005-10-06,20.679,1.fr,France
Morocco,12.0,Munir,GK,RS Berkane,Spain,1989-05-10,37.0876,1.ma,Spain
Morocco,13.0,Zakaria El Ouahdi,"DF,MF",Genk,"Hoboken, Belgium",2001-12-31,24.4435,1.be,Belgium
Morocco,8.0,Azzedine Ounahi,MF,Girona,"Casablanca, Morocco",2000-04-19,26.1451,1.es,Morocco
Morocco,9.0,Soufiane Rahimi,FW,Al Ain FC,"Casablanca, Morocco",1996-06-02,30.0246,1.ae,Morocco
Morocco,22.0,Ahmed Reda Tagnaouti,GK,AS FAR,"Casablanca, Morocco",1996-04-05,30.1834,1.ma,Morocco
Morocco,18.0,Chadi Riad,DF,Crystal Palace,"Palma, Spain",2003-06-17,22.9829,1.eng,Spain
Morocco,11.0,Ismael Saibari,FW,PSV,"Terrassa, Spain",2001-01-28,25.3669,1.nl,Spain
Morocco,26.0,Anass Salah-Eddine,DF,PSV,"Amsterdam, Netherlands",2002-01-18,24.3943,1.nl,Netherlands
Morocco,7.0,Chemsdine Talbi,MF,Sunderland,"Auvelais, Belgium",2005-05-09,21.0903,1.eng,Belgium
Morocco,16.0,Gessime Yassine,MF,Strasbourg,"Salon-de-Provence, France",2005-11-22,20.5503,1.fr,France
Netherlands,5.0,Nathan Aké,"DF,MF",Manchester City,"The Hague, Netherlands",1995-02-18,31.3094,1.eng,Netherlands
Netherlands,19.0,Brian Brobbey,FW,Sunderland,"Amsterdam, Netherlands",2002-02-01,24.3559,1.eng,Netherlands
Netherlands,22.0,Denzel Dumfries,"DF,MF",Inter,"Rotterdam, Netherlands",1996-04-18,30.1478,1.it,Netherlands
Netherlands,23.0,Mark Flekken,GK,Leverkusen,"Gemeente Kerkrade, Netherlands",1993-06-13,32.9938,1.de,Netherlands
Netherlands,11.0,Cody Gakpo,"FW,MF",Liverpool,"Gemeente Eindhoven, Netherlands",1999-05-07,27.0958,1.eng,Netherlands
Netherlands,8.0,Ryan Gravenberch,MF,Liverpool,"Amsterdam, Netherlands",2002-05-16,24.0712,1.eng,Netherlands
Netherlands,25.0,Jorrel Hato,DF,Chelsea,"Rotterdam, Netherlands",2006-03-07,20.2628,1.eng,Netherlands
Netherlands,6.0,Jan Paul van Hecke,DF,Brighton,"Arnemuiden, Netherlands",2000-06-08,26.0082,1.eng,Netherlands
Netherlands,21.0,Frenkie de Jong,"DF,MF",Barcelona,"Arkel, Netherlands",1997-05-12,29.0821,1.es,Netherlands
Netherlands,7.0,Justin Kluivert,"FW,MF",Bournemouth,"Amsterdam, Netherlands",1999-05-05,27.1013,1.eng,Netherlands
Netherlands,20.0,Teun Koopmeiners,"DF,MF",Juventus,"Gemeente Castricum, Netherlands",1998-02-28,28.282,1.it,Netherlands
Netherlands,17.0,Noa Lang,"FW,MF",Galatasaray,"Capelle aan den IJssel, Netherlands",1999-06-17,26.9829,1.tr,Netherlands
Netherlands,18.0,Donyell Malen,"FW,MF",Roma,"Wieringen, Netherlands",1999-01-09,27.4189,1.it,Netherlands
Netherlands,10.0,Memphis,"FW,MF",Corinthians,"Moordrecht, Netherlands",1994-02-13,32.3231,1.br,Netherlands
Netherlands,14.0,Tijjani Reijnders,MF,Manchester City,"Zwolle, Netherlands",1998-07-29,27.8679,1.eng,Netherlands
Netherlands,13.0,Robin Roefs,GK,Sunderland,"Chiwawa Horse Camp, WA, United States",2003-01-17,23.397,1.eng,United States
Netherlands,3.0,Marten de Roon,"DF,MF",Atalanta,"Zwijndrecht, Netherlands",1991-03-29,35.2026,1.it,Netherlands
Netherlands,24.0,Crysencio Summerville,"FW,MF",West Ham United,"Rotterdam, Netherlands",2001-10-30,24.6133,1.eng,Netherlands
Netherlands,16.0,Guus Til,"FW,MF",PSV,"Amsterdam, Netherlands",1997-12-22,28.4682,1.nl,Netherlands
Netherlands,2.0,Jurriën Timber,DF,Arsenal,"Utrecht, Netherlands",2001-06-17,24.9829,1.eng,Netherlands
Netherlands,26.0,Quinten Timber,MF,Marseille,"Utrecht, Netherlands",2001-06-17,24.9829,1.fr,Netherlands
Netherlands,4.0,Virgil van Dijk,DF,Liverpool,"Breda, Netherlands",1991-07-08,34.9254,1.eng,Netherlands
Netherlands,15.0,Micky van de Ven,DF,Tottenham Hotspur,"Wormer, Netherlands",2001-04-19,25.1451,1.eng,Netherlands
Netherlands,1.0,Bart Verbruggen,GK,Brighton,"Breda, Netherlands",2002-08-18,23.8131,1.eng,Netherlands
Netherlands,9.0,Wout Weghorst,FW,Ajax,"Gemeente Borne, Netherlands",1992-08-07,33.8433,1.nl,Netherlands
Netherlands,12.0,Mats Wieffer,"DF,MF",Brighton,"Gemeente Borne, Netherlands",1999-11-16,26.5667,1.eng,Netherlands
New Zealand,17.0,Kosta Barbarouses,"FW,MF",Western Sydney Wanderers,"Wellington, New Zealand",1990-02-19,36.3066,1.au,New Zealand
New Zealand,25.0,Lachlan Bayliss,MF,Newcastle Jets,"Darwin, Australia",2002-07-24,23.8816,1.au,Australia
New Zealand,6.0,Joe Bell,MF,Viking,"Bristol, England, United Kingdom",1999-04-27,27.1232,1.no,United Kingdom
New Zealand,4.0,Tyler Bindon,DF,Sheffield United,United States,2005-01-27,21.3696,2.eng,United States
New Zealand,5.0,Michael Boxall,DF,Minnesota Utd,"Auckland, New Zealand",1988-08-18,37.8131,1.us,New Zealand
New Zealand,13.0,Liberato Cacace,"DF,MF",Wrexham,"Wellington, New Zealand",2000-09-27,25.7036,2.eng,New Zealand
New Zealand,1.0,Max Crocombe,GK,Millwall,"Auckland, New Zealand",1993-08-12,32.8296,2.eng,New Zealand
New Zealand,24.0,Callan Elliot,DF,Auckland FC,"Dumfries, Scotland, United Kingdom",1999-07-07,26.9281,1.au,United Kingdom
New Zealand,7.0,Matt Garbett,MF,Peterborough United,"London, England, United Kingdom",2002-04-13,24.1615,3.eng,United Kingdom
New Zealand,11.0,Eli Just,MF,Motherwell,"Palmerston North, New Zealand",2000-05-01,26.1123,1.sct,New Zealand
New Zealand,20.0,Callum McCowatt,"FW,MF",Silkeborg,"Auckland, New Zealand",1999-04-30,27.115,1.dk,New Zealand
New Zealand,19.0,Ben Old,MF,Saint-Étienne,"Auckland, New Zealand",2002-08-13,23.8268,2.fr,New Zealand
New Zealand,12.0,Alex Paulsen,GK,Lechia Gdańsk,"New Zealand, New Zealand",2002-07-04,23.9363,1.pl,New Zealand
New Zealand,2.0,Tim Payne,"DF,FW",Wellington Phoenix,"Auckland, New Zealand",1994-01-10,32.4162,1.au,New Zealand
New Zealand,15.0,Nando Pijnaker,DF,Auckland FC,"New Zealand, New Zealand",1999-02-25,27.2902,1.au,New Zealand
New Zealand,21.0,Jesse Randall,MF,Auckland FC,"New Zealand, New Zealand",2002-08-19,23.8104,1.au,New Zealand
New Zealand,14.0,Alex Rufer,MF,Wellington Phoenix,"Geneva, Switzerland",1996-06-12,29.9966,1.au,Switzerland
New Zealand,10.0,Sarpreet Singh,MF,Wellington Phoenix,"Auckland, New Zealand",1999-02-20,27.3039,1.au,New Zealand
New Zealand,26.0,Tommy Smith,DF,Braintree Town,"Macclesfield, England, United Kingdom",1990-03-31,36.1971,5.eng,United Kingdom
New Zealand,8.0,Marko Stamenic,MF,Swansea City,"Wellington, New Zealand",2002-02-19,24.3066,2.eng,New Zealand
New Zealand,16.0,Finn Surman,DF,Portland Timbers,"New Zealand, New Zealand",2003-09-23,22.7146,1.us,New Zealand
New Zealand,23.0,Ryan Thomas,"FW,MF",Zwolle,"Te Puke, New Zealand",1994-12-20,31.4736,1.nl,New Zealand
New Zealand,3.0,Francis de Vries,DF,Auckland FC,"Christchurch, New Zealand",1994-11-28,31.5339,1.au,New Zealand
New Zealand,18.0,Ben Waine,FW,Port Vale,"Wellington, New Zealand",2001-06-11,25.0,3.eng,New Zealand
New Zealand,9.0,Chris Wood,FW,Nottingham Forest,"Auckland, New Zealand",1991-12-07,34.5092,1.eng,New Zealand
New Zealand,22.0,Michael Woud,GK,Auckland FC,"Auckland, New Zealand",1999-01-16,27.3997,1.au,New Zealand
Norway,19.0,Thelo Aasgaard,MF,Rangers,"Liverpool, England, United Kingdom",2002-05-02,24.1095,1.sct,United Kingdom
Norway,3.0,Kristoffer Ajer,"DF,MF",Brentford,"Rælingen, Norway",1998-04-17,28.1506,1.eng,Norway
Norway,15.0,Fredrik André Bjørkan,DF,Bodø/Glimt,"Bodø, Norway",1998-08-21,27.8049,1.no,Norway
Norway,14.0,Fredrik Aursnes,"DF,MF",Benfica,"Hareid, Norway",1995-12-10,30.501,1.pt,Norway
Norway,6.0,Patrick Berg,"DF,MF",Bodø/Glimt,"Bodø, Norway",1997-11-24,28.5448,1.no,Norway
Norway,8.0,Sander Berge,MF,Fulham,"Bærum, Norway",1998-02-14,28.3203,1.eng,Norway
Norway,22.0,Oscar Bobb,"FW,MF",Fulham,"Oslo, Norway",2003-07-12,22.9144,1.eng,Norway
Norway,25.0,Henrik Falchener,DF,Viking,"Tønsberg, Norway",2003-05-08,23.0931,1.no,Norway
Norway,9.0,Erling Haaland,"FW,MF",Manchester City,"Leeds, England, United Kingdom",2000-07-21,25.8898,1.eng,United Kingdom
Norway,17.0,Torbjørn Heggem,DF,Bologna,"Trondheim, Norway",1999-01-12,27.4107,1.it,Norway
Norway,24.0,Sondre Langås,DF,Derby County,"Namsos, Norway",2001-02-02,25.3532,2.eng,Norway
Norway,5.0,David Møller Wolfe,DF,Wolves,"Bergen, Norway",2002-04-23,24.1342,1.eng,Norway
Norway,20.0,Antonio Nusa,"FW,MF",RB Leipzig,"Oslo, Norway",2005-04-17,21.1506,1.de,Norway
Norway,1.0,Ørjan Nyland,GK,Sevilla,"Volda, Norway",1990-09-10,35.7502,1.es,Norway
Norway,16.0,Marcus Pedersen,"DF,MF",Torino,"Hammerfest, Norway",2000-07-16,25.9035,1.it,Norway
Norway,23.0,Jens Petter Hauge,"DF,FW",Bodø/Glimt,"Bodø, Norway",1999-10-12,26.6626,1.no,Norway
Norway,26.0,Julian Ryerson,"DF,MF",Dortmund,"Lyngdal, Norway",1997-11-17,28.564,1.de,Norway
Norway,21.0,Andreas Schjelderup,"FW,MF",Benfica,"Bodø, Norway",2004-06-01,22.0274,1.pt,Norway
Norway,13.0,Egil Selvik,GK,Watford,"Sandnes, Norway",1997-07-30,28.8652,2.eng,Norway
Norway,11.0,Jørgen Strand Larsen,FW,Crystal Palace,"Halden, Norway",2000-02-06,26.3422,1.eng,Norway
Norway,7.0,Alexander Sørloth,FW,Atlético Madrid,"Trondheim, Norway",1995-12-05,30.5147,1.es,Norway
Norway,12.0,Sander Tangvik,GK,Hamburger SV,"Trondheim, Norway",2002-11-29,23.5311,1.de,Norway
Norway,2.0,Morten Thorsby,MF,Cremonese,"Oslo, Norway",1996-05-05,30.1013,1.it,Norway
Norway,18.0,Kristian Thorstvedt,MF,Sassuolo,"Stavanger, Norway",1999-03-13,27.2464,1.it,Norway
Norway,10.0,Martin Ødegaard,"FW,MF",Arsenal,"Drammen, Norway",1998-12-17,27.4819,1.eng,Norway
Norway,4.0,Leo Østigård,"DF,FW",Genoa,"Molde, Norway",1999-11-28,26.5339,1.it,Norway
Panama,23.0,Michael Amir Murillo,"DF,MF",Beşiktaş,"Panamá, Panama",1996-02-11,30.3285,1.tr,Panama
Panama,16.0,Andrés Andrade Cedeño,DF,LASK,"Panamá, Panama",1998-10-16,27.6516,1.at,Panama
Panama,11.0,Yoel Bárcenas,"FW,MF",Mazatlán,"Colón, Panama",1993-10-23,32.6324,1.mx,Panama
Panama,2.0,César Blackman,"DF,MF",Slovan Bratislava,"Panamá, Panama",1998-04-02,28.1916,1.sk,Panama
Panama,8.0,Adalberto Carrasquilla,MF,UNAM,"Panamá, Panama",1998-11-28,27.5339,1.mx,Panama
Panama,3.0,José Córdoba,DF,Norwich City,"Panamá, Panama",2001-03-06,25.2656,2.eng,Panama
Panama,15.0,Erick Davis,DF,Plaza Amador,"Colón, Panama",1991-03-31,35.1971,1.pa,Panama
Panama,10.0,Ismael Díaz,"FW,MF",León,"Panamá, Panama",1997-05-12,29.0821,1.mx,Panama
Panama,4.0,Fidel Escobar,DF,Saprissa,Panama,1995-01-09,31.4189,1.cr,Panama
Panama,17.0,José Fajardo,FW,Univ Católica,"Colón, Panama",1993-08-18,32.8131,1.ec,Panama
Panama,5.0,Edgardo Fariña,DF,Nizhny Novgorod,"Panamá, Panama",2001-10-19,24.6434,1.ru,Panama
Panama,20.0,Aníbal Godoy,MF,San Diego FC,"Panamá, Panama",1990-02-10,36.3313,1.us,Panama
Panama,26.0,Jorge Gutiérrez,DF,Dep. La Guaira,"Panamá, Panama",1998-09-01,27.7748,1.ve,Panama
Panama,14.0,Carlos Harvey,"DF,MF",Minnesota Utd,"Panamá, Panama",2000-02-03,26.3504,1.us,Panama
Panama,24.0,Azarías Londoño,MF,Univ Católica,"Panamá, Panama",2001-06-21,24.9719,1.ec,Panama
Panama,7.0,José Luis Rodríguez,"FW,MF",FC Juárez,"Panamá, Panama",1998-06-19,27.9774,1.mx,Panama
Panama,6.0,Cristian Martínez,MF,Kiryat Shmona,"Panamá, Panama",1997-02-06,29.3422,1.il,Panama
Panama,1.0,Luis Mejía,GK,Nacional,"Panamá, Panama",1991-03-16,35.2382,1.uy,Panama
Panama,25.0,Roderick Miller,DF,Turan Tovuz,"Panamá, Panama",1992-04-03,34.1889,1.az,Panama
Panama,22.0,Orlando Mosquera,GK,Al-Fayha,"Panamá, Panama",1994-12-25,31.46,1.sa,Panama
Panama,19.0,Alberto Quintero,"FW,MF",Plaza Amador,"Panamá, Panama",1987-12-18,38.4791,1.pa,Panama
Panama,13.0,Jiovany Ramos,DF,Puerto Cabello,"Panamá, Panama",1997-01-26,29.3723,1.ve,Panama
Panama,9.0,Tomás Rodríguez,FW,Saprissa,"Panamá, Panama",1999-03-09,27.2574,1.cr,Panama
Panama,12.0,César Samudio,GK,Marathón,"Panamá, Panama",1994-02-23,32.2957,1.hn,Panama
Panama,18.0,Cecilio Waterman,"FW,MF",U Concepción,"Panamá, Panama",1991-04-13,35.1615,1.cl,Panama
Panama,21.0,César Yanis,MF,Cobresal,"Panamá, Panama",1996-01-28,30.3669,1.cl,Panama
Paraguay,3.0,Omar Alderete,DF,Sunderland,"Asunción, Paraguay",1996-12-26,29.4572,1.eng,Paraguay
Paraguay,10.0,Miguel Almirón,MF,Atlanta Utd,"Asunción, Paraguay",1994-02-10,32.3313,1.us,Paraguay
Paraguay,6.0,Júnior Alonso,DF,Atlético Mineiro,"Asunción, Paraguay",1993-02-09,33.334,1.br,Paraguay
Paraguay,18.0,Álex Arce,FW,Ind. Rivadavia,"Carapeguá, Paraguay",1995-06-16,30.9856,1.ar,Paraguay
Paraguay,21.0,Gabriel Ávalos,FW,Independiente,"Hohenau, Paraguay",1990-10-12,35.6626,1.ar,Paraguay
Paraguay,5.0,Fabián Balbuena,DF,Grêmio,"Ciudad del Este, Paraguay",1991-08-23,34.7995,1.br,Paraguay
Paraguay,16.0,Damián Bobadilla,MF,São Paulo,"Asunción, Paraguay",2001-07-11,24.9172,1.br,Paraguay
Paraguay,24.0,Gustavo Caballero,"FW,MF",Portsmouth,"San Lorenzo, Paraguay",2001-09-21,24.7201,2.eng,Paraguay
Paraguay,4.0,Juan Cáceres,DF,Dynamo Moscow,"Dock Sud, Argentina",2000-06-01,26.0274,1.ru,Argentina
